p_val,avg_log2FC,pct.KD,pct.Scr,p_val_adj,gene
8.82E-01,0.6975740369,0.017,0.019,1.00E+00,4930444P10Rik
8.82E-01,0.4244393698,0.017,0.019,1.00E+00,Gm28294
8.82E-01,0.6994656265,0.017,0.019,1.00E+00,Gm826
8.82E-01,0.5991782597,0.054,0.053,1.00E+00,Unc119b
8.82E-01,0.4748635747,0.159,0.169,1.00E+00,Styx
8.83E-01,0.2537012133,0.011,0.01,1.00E+00,Gm43387
8.83E-01,0.2415434859,0.011,0.01,1.00E+00,Mex3b
8.83E-01,0.4846226975,0.011,0.01,1.00E+00,Map3k21
8.83E-01,0.3698073447,0.011,0.01,1.00E+00,Zfyve21
8.83E-01,0.5856559779,0.054,0.053,1.00E+00,Rcbtb2
8.83E-01,0.3442827306,0.183,0.208,1.00E+00,Dvl3
8.83E-01,-0.430740205,0.013,0.014,1.00E+00,Ccnf
8.83E-01,-0.1189218392,0.013,0.014,1.00E+00,Gm4013
8.83E-01,0.3604753371,0.211,0.246,1.00E+00,Gnb2
8.84E-01,0.7319525266,0.03,0.029,1.00E+00,Tnfrsf12a
8.84E-01,0.3045195346,0.017,0.019,1.00E+00,G0s2
8.84E-01,0.4032213203,0.017,0.019,1.00E+00,Il17ra
8.84E-01,0.9867953799,0.017,0.019,1.00E+00,Gcsh
8.84E-01,0.4566425874,0.017,0.019,1.00E+00,Il17rb
8.84E-01,0.1503022641,0.383,0.42,1.00E+00,Il1rap
8.85E-01,0.2941486625,0.011,0.01,1.00E+00,Rab29
8.85E-01,0.4753512313,0.011,0.01,1.00E+00,Pla2g5
8.85E-01,0.7394394327,0.011,0.01,1.00E+00,Gm10475
8.85E-01,0.3717001835,0.011,0.01,1.00E+00,Fgfr3
8.85E-01,0.3834427076,0.011,0.01,1.00E+00,4930513D17Rik
8.85E-01,0.2004343753,0.011,0.01,1.00E+00,Gm44020
8.85E-01,0.1582123998,0.011,0.01,1.00E+00,Nkx6-2
8.85E-01,0.1844529598,0.011,0.01,1.00E+00,Gldn
8.85E-01,0.4047378124,0.011,0.01,1.00E+00,Gm47359
8.85E-01,0.4536091249,0.011,0.01,1.00E+00,Serhl
8.85E-01,0.4684951281,0.011,0.01,1.00E+00,Meiob
8.85E-01,0.1919151468,0.011,0.01,1.00E+00,Slc35g1
8.85E-01,0.6839330869,0.03,0.029,1.00E+00,BC030867
8.85E-01,0.7122677512,0.03,0.029,1.00E+00,4930586N03Rik
8.85E-01,-0.101696572,0.013,0.014,1.00E+00,Myl4
8.85E-01,0.404022954,0.017,0.019,1.00E+00,Coa6
8.86E-01,0.3533559532,0.226,0.261,1.00E+00,Klhl3
8.86E-01,0.7298035588,0.03,0.029,1.00E+00,Gm13710
8.86E-01,0.6255186806,0.03,0.029,1.00E+00,Ogfod3
8.86E-01,0.6104698829,0.03,0.029,1.00E+00,Gm48027
8.86E-01,0.6318751708,0.03,0.029,1.00E+00,Nme4
8.86E-01,0.2736632738,0.157,0.159,1.00E+00,Serinc5
8.86E-01,0.5829165227,0.067,0.068,1.00E+00,Mmab
8.87E-01,0.6184531585,0.011,0.01,1.00E+00,Rp1
8.87E-01,0.1446650232,0.011,0.01,1.00E+00,Gm20515
8.87E-01,0.2292072382,0.011,0.01,1.00E+00,Hapln2
8.87E-01,0.2645561393,0.011,0.01,1.00E+00,Kcnu1
8.87E-01,0.2277547839,0.011,0.01,1.00E+00,Zfp882
8.87E-01,0.7002573873,0.011,0.01,1.00E+00,Gm19585
8.87E-01,0.2047789527,0.55,0.671,1.00E+00,Prrc2c
8.87E-01,0.243875102,0.22,0.246,1.00E+00,Usp28
8.87E-01,0.8240019794,0.017,0.019,1.00E+00,Gm14305
8.87E-01,1.242664972,0.017,0.019,1.00E+00,Sema4a
8.87E-01,1.241833968,0.017,0.019,1.00E+00,Atg9b
8.87E-01,0.4506926668,0.017,0.019,1.00E+00,Fanca
8.87E-01,0.8697869655,0.017,0.019,1.00E+00,Dock2
8.87E-01,0.3225377857,0.017,0.019,1.00E+00,Gm2897
8.87E-01,-0.4590057222,0.013,0.014,1.00E+00,Mad2l1bp
8.87E-01,-0.1521328545,0.013,0.014,1.00E+00,Rad9a
8.87E-01,0.1951499071,0.467,0.575,1.00E+00,Synj1
8.87E-01,0.1985079892,0.396,0.493,1.00E+00,Thada
8.87E-01,0.2077283223,0.441,0.536,1.00E+00,Fnbp1l
8.88E-01,0.5627279697,0.117,0.13,1.00E+00,Anxa7
8.88E-01,0.3324663119,0.072,0.077,1.00E+00,Coq10a
8.88E-01,0.1902832186,0.348,0.411,1.00E+00,Dennd6a
8.88E-01,0.2568779365,0.417,0.536,1.00E+00,Srsf5
8.88E-01,0.1747842133,0.341,0.406,1.00E+00,Crebrf
8.88E-01,0.5930491941,0.03,0.029,1.00E+00,Coq7
8.88E-01,0.1026013699,0.011,0.01,1.00E+00,Gm11614
8.88E-01,-0.2079803572,0.011,0.01,1.00E+00,Tcf7l2
8.89E-01,0.1393940374,0.013,0.014,1.00E+00,Gm19705
8.89E-01,0.4549336904,0.013,0.014,1.00E+00,Ush2a
8.89E-01,-0.1738700826,0.013,0.014,1.00E+00,Zfp358
8.89E-01,0.1144866453,0.013,0.014,1.00E+00,Ky
8.89E-01,0.1690989117,0.013,0.014,1.00E+00,Gm16275
8.89E-01,0.5352342427,0.104,0.116,1.00E+00,Acox3
8.89E-01,0.3121694336,0.198,0.227,1.00E+00,Ppp1r37
8.89E-01,0.2296362436,0.265,0.29,1.00E+00,Zfp64
8.89E-01,0.1261969022,0.563,0.7,1.00E+00,Ppp1r12a
8.89E-01,0.5642763127,0.091,0.092,1.00E+00,Ppp1r16a
8.89E-01,0.3569363788,0.235,0.28,1.00E+00,Psmd7
8.89E-01,0.7512744428,0.13,0.14,1.00E+00,Gm43462
8.89E-01,0.4951326704,0.124,0.14,1.00E+00,Abraxas2
8.90E-01,0.7255536471,0.03,0.029,1.00E+00,Rasal1
8.90E-01,0.4106439212,0.267,0.314,1.00E+00,Trpc3
8.90E-01,0.5387433689,0.054,0.053,1.00E+00,Zfp354a
8.90E-01,0.7750823399,0.013,0.014,1.00E+00,Gpr37l1
8.90E-01,0.2607917457,0.013,0.014,1.00E+00,Gxylt2
8.90E-01,0.2010489644,0.013,0.014,1.00E+00,Zfp383
8.90E-01,0.2652039608,0.013,0.014,1.00E+00,Gm14377
8.90E-01,0.1894818619,0.013,0.014,1.00E+00,Cpm
8.90E-01,0.1589557361,0.013,0.014,1.00E+00,1700120E14Rik
8.90E-01,-0.1505307698,0.011,0.01,1.00E+00,Ovca2
8.91E-01,-0.1282821361,0.05,0.053,1.00E+00,Slc26a8
8.92E-01,0.6618450739,0.152,0.164,1.00E+00,Wasf1
8.92E-01,0.2406088089,0.013,0.014,1.00E+00,BC055324
8.92E-01,0.5323212868,0.013,0.014,1.00E+00,Nmb
8.92E-01,0.4094950043,0.013,0.014,1.00E+00,2010007H06Rik
8.92E-01,0.2217369886,0.013,0.014,1.00E+00,Hddc2
8.92E-01,0.4704025476,0.013,0.014,1.00E+00,Gm10277
8.92E-01,0.1933760457,0.013,0.014,1.00E+00,3300002A11Rik
8.92E-01,0.2635823622,0.013,0.014,1.00E+00,Prr5
8.92E-01,0.2573322601,0.202,0.227,1.00E+00,Flot2
8.92E-01,0.291240126,0.443,0.57,1.00E+00,Ccdc136
8.92E-01,0.7486331627,0.1,0.111,1.00E+00,Pmepa1
8.92E-01,0.5487661863,0.152,0.164,1.00E+00,Dctn2
8.93E-01,0.2852497404,0.346,0.42,1.00E+00,Desi1
8.93E-01,0.4006157398,0.365,0.43,1.00E+00,Gucy1a2
8.93E-01,0.4174591177,0.03,0.029,1.00E+00,D830025C05Rik
8.93E-01,0.8481194784,0.07,0.077,1.00E+00,Alg6
8.93E-01,0.7016158236,0.102,0.106,1.00E+00,Anapc2
8.94E-01,0.8594989668,0.013,0.014,1.00E+00,Tnfaip6
8.94E-01,0.134838303,0.013,0.014,1.00E+00,4930589P08Rik
8.94E-01,0.4150825122,0.013,0.014,1.00E+00,Smyd1
8.94E-01,0.2744895201,0.013,0.014,1.00E+00,Fah
8.94E-01,0.2550009514,0.013,0.014,1.00E+00,Cdr2
8.94E-01,0.2758484755,0.013,0.014,1.00E+00,Arg2
8.94E-01,0.7333315214,0.013,0.014,1.00E+00,Fhitos
8.94E-01,0.2700182555,0.013,0.014,1.00E+00,Ccdc78
8.94E-01,0.4484592915,0.013,0.014,1.00E+00,Wdr24
8.94E-01,0.6992186005,0.126,0.135,1.00E+00,Cdc23
8.94E-01,0.5670725888,0.03,0.029,1.00E+00,Uqcc3
8.94E-01,0.5307013858,0.146,0.164,1.00E+00,Pofut1
8.94E-01,-0.3675415242,0.011,0.01,1.00E+00,Cobll1
8.94E-01,-0.2869447757,0.011,0.01,1.00E+00,Pde6c
8.94E-01,0.6234040731,0.141,0.15,1.00E+00,Tapt1
8.95E-01,0.2839713703,0.304,0.353,1.00E+00,Zdhhc21
8.95E-01,0.6943043102,0.165,0.193,1.00E+00,Mrpl4
8.95E-01,0.6257551066,0.085,0.087,1.00E+00,Mat2b
8.95E-01,0.2216291014,0.063,0.068,1.00E+00,Maneal
8.95E-01,0.8734971691,0.013,0.014,1.00E+00,Nostrin
8.95E-01,0.753498186,0.013,0.014,1.00E+00,Cad
8.95E-01,0.7791311476,0.013,0.014,1.00E+00,Dock6
8.95E-01,0.6505142548,0.013,0.014,1.00E+00,Marveld2
8.95E-01,0.31723048,0.013,0.014,1.00E+00,5830448L01Rik
8.96E-01,0.2929214967,0.226,0.261,1.00E+00,Zfyve27
8.96E-01,0.4162915458,0.03,0.029,1.00E+00,Cryz
8.96E-01,0.4367949738,0.03,0.029,1.00E+00,1500015A07Rik
8.97E-01,0.2579002292,0.013,0.014,1.00E+00,Cnn3
8.97E-01,0.8902274493,0.013,0.014,1.00E+00,C530005A16Rik
8.97E-01,0.5666713729,0.013,0.014,1.00E+00,Ccdc17
8.97E-01,0.9196426598,0.013,0.014,1.00E+00,Epo
8.97E-01,0.5877057316,0.013,0.014,1.00E+00,Gm44148
8.97E-01,0.4504315182,0.013,0.014,1.00E+00,Far2os2
8.97E-01,0.9786552073,0.013,0.014,1.00E+00,Mrpl34
8.97E-01,0.9577902189,0.013,0.014,1.00E+00,2810455O05Rik
8.97E-01,0.6007955562,0.013,0.014,1.00E+00,Chek1
8.97E-01,1.026455355,0.013,0.014,1.00E+00,Zkscan7
8.97E-01,0.5732606913,0.013,0.014,1.00E+00,Rhbdf1
8.97E-01,0.5230531511,0.013,0.014,1.00E+00,Ftsj3
8.97E-01,0.4058978645,0.013,0.014,1.00E+00,Cdca4
8.97E-01,0.9820206209,0.013,0.014,1.00E+00,Gm3468
8.97E-01,0.665134542,0.013,0.014,1.00E+00,Prdm9
8.97E-01,0.3544139277,0.013,0.014,1.00E+00,Armc4
8.97E-01,0.459600104,0.013,0.014,1.00E+00,Smim10l2a
8.98E-01,-0.7482311852,0.009,0.01,1.00E+00,Frrs1
8.98E-01,0.418344767,0.072,0.077,1.00E+00,Sumf2
8.98E-01,0.4960904818,0.03,0.029,1.00E+00,Dlk2
8.98E-01,0.6336933868,0.035,0.034,1.00E+00,Rbbp9
8.98E-01,0.3706096962,0.202,0.232,1.00E+00,Plpbp
8.98E-01,0.2441438087,0.346,0.425,1.00E+00,Chp1
8.98E-01,0.5240058234,0.163,0.179,1.00E+00,Mettl23
8.98E-01,0.2087949252,0.139,0.15,1.00E+00,Ndufv3
8.99E-01,0.7258565261,0.128,0.145,1.00E+00,Nphp4
8.99E-01,0.312614306,0.067,0.072,1.00E+00,Pomt1
9.00E-01,-0.33930331,0.009,0.01,1.00E+00,D130062J10Rik
9.00E-01,0.7353845957,0.035,0.034,1.00E+00,Zfp35
9.00E-01,0.770070827,0.078,0.087,1.00E+00,Pusl1
9.01E-01,0.404267768,0.15,0.164,1.00E+00,Lrrc3b
9.01E-01,0.2126916118,0.05,0.053,1.00E+00,Nectin3
9.01E-01,0.2472759051,0.472,0.58,1.00E+00,Phip
9.01E-01,0.828388342,0.035,0.034,1.00E+00,Paxx
9.01E-01,0.2789311842,0.03,0.029,1.00E+00,Commd6
9.01E-01,0.280087125,0.067,0.072,1.00E+00,Gm42984
9.01E-01,0.2458864133,0.078,0.077,1.00E+00,Gmfb
9.02E-01,-0.5536110935,0.009,0.01,1.00E+00,Gpr37
9.02E-01,-0.3659014536,0.009,0.01,1.00E+00,Epha1
9.02E-01,-0.8448269812,0.009,0.01,1.00E+00,Apoh
9.02E-01,-0.4536088831,0.009,0.01,1.00E+00,Rps6ka4
9.02E-01,-0.1974458939,0.009,0.01,1.00E+00,Scml2
9.02E-01,0.4432070519,0.15,0.169,1.00E+00,Fam57a
9.02E-01,0.3632250318,0.067,0.072,1.00E+00,Gm15886
9.02E-01,0.1971080056,0.422,0.522,1.00E+00,Wwp1
9.02E-01,0.7412932267,0.035,0.034,1.00E+00,Fem1a
9.02E-01,0.1721336256,0.561,0.686,1.00E+00,Cdk12
9.03E-01,0.1302167899,0.454,0.556,1.00E+00,Chpt1
9.03E-01,0.4533183394,0.261,0.295,1.00E+00,Tmtc1
9.03E-01,0.5507101215,0.165,0.179,1.00E+00,Chpf2
9.03E-01,0.3800776085,0.122,0.135,1.00E+00,Zmat1
9.03E-01,0.7267100238,0.035,0.034,1.00E+00,Gm43773
9.03E-01,0.7023446759,0.035,0.034,1.00E+00,2810029C07Rik
9.03E-01,0.4936453271,0.093,0.101,1.00E+00,Ero1lb
9.03E-01,0.1141566909,0.789,0.889,1.00E+00,Syn2
9.03E-01,0.2572577335,0.17,0.174,1.00E+00,Nfib
9.03E-01,0.4227738862,0.03,0.029,1.00E+00,Gask1b
9.04E-01,0.2149291756,0.465,0.551,1.00E+00,Zwint
9.04E-01,-0.3584915962,0.009,0.01,1.00E+00,Chn1os3
9.04E-01,-0.3790499042,0.009,0.01,1.00E+00,Tmem79
9.04E-01,-0.1289860055,0.009,0.01,1.00E+00,Dcst2
9.04E-01,-0.3329500379,0.009,0.01,1.00E+00,Ntf3
9.04E-01,-0.1849715005,0.009,0.01,1.00E+00,Sdhaf1
9.04E-01,-0.2431180543,0.009,0.01,1.00E+00,Paqr5
9.04E-01,-0.6644252456,0.009,0.01,1.00E+00,Gm20125
9.04E-01,0.207614612,0.487,0.585,1.00E+00,Ocrl
9.04E-01,0.1992469961,0.426,0.517,1.00E+00,Snx29
9.04E-01,0.3785903944,0.196,0.213,1.00E+00,Cox7a2
9.04E-01,0.2202152719,0.443,0.565,1.00E+00,Ndufs1
9.05E-01,0.1809082089,0.396,0.449,1.00E+00,Pacrg
9.05E-01,0.3987848229,0.167,0.169,1.00E+00,Pde4b
9.05E-01,0.693326777,0.072,0.072,1.00E+00,Ctxn1
9.06E-01,-0.1898038586,0.009,0.01,1.00E+00,Acoxl
9.06E-01,0.1380668739,0.009,0.01,1.00E+00,Pitpnm2os2
9.06E-01,-0.1388254727,0.009,0.01,1.00E+00,Slc7a10
9.06E-01,-0.1015322575,0.009,0.01,1.00E+00,Gm35021
9.06E-01,-0.1194850672,0.009,0.01,1.00E+00,Nubp2
9.06E-01,0.3557560085,0.072,0.077,1.00E+00,Radil
9.06E-01,0.6824362281,0.135,0.155,1.00E+00,Atp5j
9.06E-01,0.3803489556,0.126,0.135,1.00E+00,Hs3st5
9.07E-01,0.6506154521,0.12,0.135,1.00E+00,G6pc3
9.07E-01,0.5304274826,0.146,0.155,1.00E+00,Tmem186
9.07E-01,0.3851989543,0.311,0.382,1.00E+00,Ptbp2
9.08E-01,0.6848664311,0.035,0.034,1.00E+00,Gm41333
9.08E-01,0.6129529538,0.172,0.188,1.00E+00,Tm2d1
9.08E-01,0.2246491079,0.009,0.01,1.00E+00,Harbi1
9.08E-01,0.1271513962,0.009,0.01,1.00E+00,Tgm7
9.08E-01,0.1127797825,0.009,0.01,1.00E+00,Rbm12b1
9.08E-01,0.1060670809,0.009,0.01,1.00E+00,Gm16630
9.08E-01,0.1223395624,0.009,0.01,1.00E+00,Gm12278
9.08E-01,0.3429589449,0.009,0.01,1.00E+00,March10
9.08E-01,0.1550740582,0.009,0.01,1.00E+00,Unc13d
9.08E-01,0.232012146,0.009,0.01,1.00E+00,2810402E24Rik
9.08E-01,0.3863306321,0.009,0.01,1.00E+00,Gm20468
9.08E-01,0.1456861825,0.009,0.01,1.00E+00,Myom1
9.08E-01,-0.1153765548,0.009,0.01,1.00E+00,A830052D11Rik
9.08E-01,0.284732244,0.009,0.01,1.00E+00,Slc15a3
9.08E-01,0.1583016035,0.009,0.01,1.00E+00,Gm50270
9.08E-01,0.2570874789,0.454,0.551,1.00E+00,Pak7
9.09E-01,0.7090524051,0.035,0.034,1.00E+00,Llph
9.09E-01,0.3244103312,0.059,0.063,1.00E+00,Eif2b1
9.09E-01,0.3979909088,0.059,0.063,1.00E+00,4930473D10Rik
9.09E-01,0.4961497357,0.054,0.058,1.00E+00,Gm15155
9.09E-01,0.4502549463,0.198,0.227,1.00E+00,Plekha7
9.09E-01,0.2566967717,0.054,0.053,1.00E+00,Rpf2
9.10E-01,0.6514760554,0.035,0.034,1.00E+00,Abcb6
9.10E-01,0.800245904,0.035,0.034,1.00E+00,Plekhd1
9.10E-01,0.670335472,0.035,0.034,1.00E+00,Mrpl16
9.10E-01,0.8775184812,0.076,0.077,1.00E+00,Gsk3a
9.10E-01,0.7290921722,0.093,0.097,1.00E+00,Derl2
9.10E-01,0.128306439,0.009,0.01,1.00E+00,Crb1
9.10E-01,0.2776847187,0.009,0.01,1.00E+00,Pabpc1l
9.10E-01,0.4364327255,0.009,0.01,1.00E+00,Tbx15
9.10E-01,0.3368625035,0.009,0.01,1.00E+00,Kcnd3os
9.10E-01,0.2539627842,0.009,0.01,1.00E+00,Gpr88
9.10E-01,0.3554697405,0.009,0.01,1.00E+00,Acads
9.10E-01,0.8262519373,0.009,0.01,1.00E+00,Gm14507
9.10E-01,0.2472756442,0.009,0.01,1.00E+00,Alkbh4
9.10E-01,0.2094260273,0.009,0.01,1.00E+00,AB124611
9.10E-01,0.1615857719,0.009,0.01,1.00E+00,Ddit4
9.10E-01,0.2916418837,0.009,0.01,1.00E+00,Gm35725
9.10E-01,0.3093502178,0.009,0.01,1.00E+00,Gm48441
9.10E-01,0.155456315,0.009,0.01,1.00E+00,4931406G06Rik
9.10E-01,0.2664843166,0.009,0.01,1.00E+00,Gm20161
9.10E-01,0.2486579375,0.009,0.01,1.00E+00,Pcdhga3
9.10E-01,0.3093687526,0.009,0.01,1.00E+00,Sh2d1a
9.10E-01,0.282414536,0.296,0.333,1.00E+00,Lynx1
9.10E-01,0.3872372631,0.085,0.092,1.00E+00,Snrpf
9.11E-01,0.103439702,0.635,0.754,1.00E+00,Dok6
9.11E-01,0.1498509352,0.341,0.401,1.00E+00,Purg
9.11E-01,0.3172708941,0.139,0.145,1.00E+00,Ikzf4
9.12E-01,0.3411365929,0.08,0.087,1.00E+00,Dnlz
9.12E-01,0.4572198629,0.209,0.217,1.00E+00,Ptprk
9.12E-01,0.2522023655,0.378,0.459,1.00E+00,Ubxn4
9.12E-01,0.9791441804,0.039,0.039,1.00E+00,Mob1a
9.12E-01,0.5986083398,0.035,0.034,1.00E+00,Dmap1
9.12E-01,0.5055182106,0.089,0.097,1.00E+00,Heg1
9.12E-01,0.4037861993,0.059,0.063,1.00E+00,Ifnar1
9.12E-01,0.2993053753,0.009,0.01,1.00E+00,Ormdl1
9.12E-01,0.4750237785,0.009,0.01,1.00E+00,4930558K02Rik
9.12E-01,0.6732023863,0.009,0.01,1.00E+00,Gm37756
9.12E-01,0.4644483173,0.009,0.01,1.00E+00,Spag6
9.12E-01,0.1880102408,0.009,0.01,1.00E+00,Gm14167
9.12E-01,0.5292806696,0.009,0.01,1.00E+00,Chrna4
9.12E-01,1.089837253,0.009,0.01,1.00E+00,Gm11266
9.12E-01,0.5378778334,0.009,0.01,1.00E+00,Bend5
9.12E-01,0.3728251005,0.009,0.01,1.00E+00,Gm12979
9.12E-01,0.8817758331,0.009,0.01,1.00E+00,Gm10570
9.12E-01,0.4828540411,0.009,0.01,1.00E+00,Angptl7
9.12E-01,0.9379428521,0.009,0.01,1.00E+00,Gm43166
9.12E-01,0.4182242261,0.009,0.01,1.00E+00,Fzd9
9.12E-01,0.4838547298,0.009,0.01,1.00E+00,Aldh1l1
9.12E-01,0.372971564,0.009,0.01,1.00E+00,Smco3
9.12E-01,0.5562033163,0.009,0.01,1.00E+00,Mypopos
9.12E-01,0.1049205452,0.009,0.01,1.00E+00,9030407P20Rik
9.12E-01,0.3242863592,0.009,0.01,1.00E+00,Sap30
9.12E-01,0.4899843717,0.009,0.01,1.00E+00,Asf1b
9.12E-01,0.4468501296,0.009,0.01,1.00E+00,Ccdc7a
9.12E-01,0.38756113,0.009,0.01,1.00E+00,Slc37a2
9.12E-01,0.3986674242,0.009,0.01,1.00E+00,Gm16214
9.12E-01,1.032609384,0.009,0.01,1.00E+00,Cln6
9.12E-01,0.6131552898,0.009,0.01,1.00E+00,Esyt3
9.12E-01,0.7396167019,0.009,0.01,1.00E+00,Amotl2
9.12E-01,0.8993227009,0.009,0.01,1.00E+00,Acy1
9.12E-01,0.3394594266,0.009,0.01,1.00E+00,Gm12216
9.12E-01,0.4758190786,0.009,0.01,1.00E+00,Heatr9
9.12E-01,0.2489900892,0.009,0.01,1.00E+00,Arl5c
9.12E-01,0.315377548,0.009,0.01,1.00E+00,Gm29587
9.12E-01,0.3664295024,0.009,0.01,1.00E+00,2310015A10Rik
9.12E-01,0.538237905,0.009,0.01,1.00E+00,Hist1h1c
9.12E-01,0.7017072561,0.009,0.01,1.00E+00,Cxcl14
9.12E-01,0.3487880407,0.009,0.01,1.00E+00,Gm47851
9.12E-01,0.4960026433,0.009,0.01,1.00E+00,4930519K11Rik
9.12E-01,0.316466315,0.009,0.01,1.00E+00,Gm4285
9.12E-01,0.4394370371,0.009,0.01,1.00E+00,Kctd12
9.12E-01,0.5503356704,0.009,0.01,1.00E+00,Utp23
9.12E-01,0.5605160216,0.009,0.01,1.00E+00,Gm35339
9.12E-01,0.4973576832,0.009,0.01,1.00E+00,Chtf18
9.12E-01,0.2603469956,0.009,0.01,1.00E+00,Lst1
9.12E-01,0.4195279305,0.009,0.01,1.00E+00,Znrd1as
9.12E-01,0.217575075,0.009,0.01,1.00E+00,Gm50012
9.12E-01,0.3448609766,0.009,0.01,1.00E+00,Gpr17
9.12E-01,0.4122619359,0.009,0.01,1.00E+00,Carns1
9.12E-01,0.37849197,0.009,0.01,1.00E+00,5730405O15Rik
9.12E-01,0.4324369823,0.241,0.266,1.00E+00,2610316D01Rik
9.12E-01,0.4590885093,0.25,0.266,1.00E+00,Lhfpl3
9.12E-01,0.4432481196,0.059,0.058,1.00E+00,Krr1
9.13E-01,0.3564893815,0.252,0.28,1.00E+00,Hnrnpll
9.13E-01,0.3717065342,0.054,0.058,1.00E+00,Tdg
9.13E-01,0.3397143303,0.072,0.077,1.00E+00,Rhof
9.14E-01,0.3601822383,0.246,0.29,1.00E+00,Uchl3
9.14E-01,0.1428541527,0.046,0.048,1.00E+00,6230400D17Rik
9.14E-01,0.2268087062,0.104,0.106,1.00E+00,Stx17
9.14E-01,0.5805063771,0.154,0.174,1.00E+00,Cep97
9.14E-01,0.350166114,0.22,0.251,1.00E+00,Xiap
9.14E-01,0.3623496161,0.322,0.372,1.00E+00,Npdc1
9.15E-01,0.6273475095,0.15,0.169,1.00E+00,Mt3
9.15E-01,0.7497107689,0.039,0.039,1.00E+00,Seh1l
9.15E-01,0.5075068213,0.076,0.077,1.00E+00,Tmem256
9.15E-01,0.4389490787,0.035,0.034,1.00E+00,Leprot
9.15E-01,0.6680277429,0.035,0.034,1.00E+00,Gm16794
9.15E-01,0.2490603277,0.441,0.546,1.00E+00,Slc25a3
9.16E-01,0.4430836854,0.252,0.28,1.00E+00,5031439G07Rik
9.16E-01,0.4383549761,0.309,0.377,1.00E+00,8030462N17Rik
9.16E-01,0.4388705834,0.122,0.126,1.00E+00,Gucd1
9.16E-01,0.480668613,0.059,0.063,1.00E+00,Fdx2
9.16E-01,0.4490518839,0.126,0.13,1.00E+00,Fbxo10
9.17E-01,0.416843151,0.17,0.179,1.00E+00,Sdf2
9.17E-01,0.362954614,0.109,0.111,1.00E+00,Adam12
9.17E-01,0.858307595,0.039,0.039,1.00E+00,Hs3st3a1
9.17E-01,0.5687711101,0.072,0.072,1.00E+00,March3
9.18E-01,0.4866793951,0.126,0.14,1.00E+00,Ssr1
9.18E-01,0.362869274,0.17,0.188,1.00E+00,Inha
9.18E-01,0.5060966715,0.098,0.106,1.00E+00,Per3
9.19E-01,0.5069022821,0.183,0.208,1.00E+00,Xpnpep3
9.19E-01,0.1919796602,0.533,0.633,1.00E+00,Mpped2
9.19E-01,0.592343238,0.067,0.072,1.00E+00,Ano5
9.20E-01,0.3681529034,0.035,0.034,1.00E+00,Pnrc1
9.20E-01,0.480209055,0.137,0.145,1.00E+00,Akap13
9.20E-01,0.3334384831,0.054,0.058,1.00E+00,Rabggta
9.20E-01,0.3675483275,0.267,0.3,1.00E+00,Sbf1
9.20E-01,0.4413645008,0.159,0.174,1.00E+00,Kcnd3
9.21E-01,0.490058705,0.139,0.15,1.00E+00,Taf11
9.21E-01,0.7578155918,0.126,0.135,1.00E+00,Mapk8ip2
9.21E-01,0.5565636129,0.039,0.039,1.00E+00,Zpr1
9.21E-01,0.3494593556,0.226,0.261,1.00E+00,Ube2d1
9.22E-01,0.4191555493,0.148,0.164,1.00E+00,Por
9.22E-01,0.2371643875,0.487,0.575,1.00E+00,Cacnb2
9.22E-01,0.6159176655,0.183,0.213,1.00E+00,Ankrd33b
9.22E-01,0.5102400361,0.183,0.208,1.00E+00,Fam76a
9.23E-01,0.4171948522,0.035,0.034,1.00E+00,2900045O20Rik
9.23E-01,0.5219840049,0.076,0.082,1.00E+00,Adamts20
9.23E-01,0.5270664008,0.139,0.15,1.00E+00,Vegfb
9.24E-01,0.5506022271,0.063,0.068,1.00E+00,Nop9
9.24E-01,0.441129865,0.233,0.266,1.00E+00,Dicer1
9.24E-01,0.538673525,0.085,0.087,1.00E+00,Dpp3
9.25E-01,0.3457226071,0.085,0.092,1.00E+00,Gm15952
9.25E-01,0.5378256908,0.12,0.126,1.00E+00,Prxl2a
9.25E-01,0.4078585781,0.035,0.034,1.00E+00,Zfp865
9.25E-01,0.2178932371,0.035,0.034,1.00E+00,Kcnk13
9.25E-01,0.4159856811,0.098,0.106,1.00E+00,Rpl18a
9.25E-01,0.7090084466,0.039,0.039,1.00E+00,Oprl1
9.25E-01,0.2675646515,0.222,0.251,1.00E+00,2700054A10Rik
9.25E-01,0.5608442332,0.089,0.097,1.00E+00,Rpl3
9.26E-01,0.5254510274,0.085,0.087,1.00E+00,Eif5a
9.26E-01,0.4137554896,0.072,0.072,1.00E+00,Zmat2
9.27E-01,0.5754107516,0.067,0.068,1.00E+00,Eif2s1
9.27E-01,0.9333743791,0.015,0.014,1.00E+00,Gm43560
9.27E-01,0.9565652353,0.015,0.014,1.00E+00,Fcor
9.27E-01,0.7203133462,0.015,0.014,1.00E+00,Sowaha
9.27E-01,1.215409855,0.015,0.014,1.00E+00,Cntd1
9.27E-01,0.7959666689,0.015,0.014,1.00E+00,Nmral1
9.27E-01,0.6159564708,0.089,0.092,1.00E+00,Zfp958
9.27E-01,0.8061472389,0.039,0.039,1.00E+00,Zfp729a
9.28E-01,0.529647969,0.054,0.058,1.00E+00,Rbm24
9.28E-01,0.3263500415,0.046,0.048,1.00E+00,Shroom3
9.28E-01,0.5536963256,0.143,0.159,1.00E+00,Enox2
9.28E-01,0.6004986237,0.015,0.014,1.00E+00,Gm42997
